Pickup Location,Hour,Date,ride_count,DayOfWeek,IsWeekend,Pickup_loc_code
Area-11,15,23/01/2024,2,1,0,2
Area-11,15,25/01/2024,1,3,0,2
Area-11,16,02/01/2024,1,1,0,2
Area-11,16,05/01/2024,4,4,0,2
Area-11,16,08/01/2024,1,0,0,2
Area-11,16,12/01/2024,2,4,0,2
Area-11,16,20/01/2024,1,5,1,2
Area-11,16,23/01/2024,1,1,0,2
Area-11,16,24/01/2024,1,2,0,2
Area-11,16,26/01/2024,1,4,0,2
Area-11,16,27/01/2024,2,5,1,2
Area-11,16,28/01/2024,2,6,1,2
Area-11,17,08/01/2024,1,0,0,2
Area-11,17,12/01/2024,1,4,0,2
Area-11,17,13/01/2024,2,5,1,2
Area-11,17,14/01/2024,1,6,1,2
Area-11,17,17/01/2024,1,2,0,2
Area-11,17,18/01/2024,3,3,0,2
Area-11,17,22/01/2024,1,0,0,2
Area-11,17,23/01/2024,1,1,0,2
Area-11,17,25/01/2024,1,3,0,2
Area-11,17,26/01/2024,1,4,0,2
Area-11,18,02/01/2024,1,1,0,2
Area-11,18,06/01/2024,1,5,1,2
Area-11,18,07/01/2024,1,6,1,2
Area-11,18,10/01/2024,1,2,0,2
Area-11,18,13/01/2024,1,5,1,2
Area-11,18,18/01/2024,3,3,0,2
Area-11,18,20/01/2024,2,5,1,2
Area-11,18,26/01/2024,1,4,0,2
Area-11,18,28/01/2024,1,6,1,2
Area-11,19,06/01/2024,1,5,1,2
Area-11,19,07/01/2024,1,6,1,2
Area-11,19,11/01/2024,1,3,0,2
Area-11,19,12/01/2024,1,4,0,2
Area-11,19,15/01/2024,2,0,0,2
Area-11,19,17/01/2024,1,2,0,2
Area-11,19,18/01/2024,2,3,0,2
Area-11,19,20/01/2024,1,5,1,2
Area-11,19,23/01/2024,1,1,0,2
Area-11,19,25/01/2024,1,3,0,2
Area-11,19,28/01/2024,1,6,1,2
Area-11,20,01/01/2024,2,0,0,2
Area-11,20,03/01/2024,2,2,0,2
Area-11,20,05/01/2024,1,4,0,2
Area-11,20,06/01/2024,1,5,1,2
Area-11,20,07/01/2024,2,6,1,2
Area-11,20,08/01/2024,1,0,0,2
Area-11,20,09/01/2024,1,1,0,2
Area-11,20,11/01/2024,1,3,0,2
Area-11,20,15/01/2024,1,0,0,2
Area-11,20,17/01/2024,1,2,0,2
Area-11,20,18/01/2024,1,3,0,2
Area-11,20,20/01/2024,1,5,1,2
Area-11,20,21/01/2024,1,6,1,2
Area-11,20,24/01/2024,1,2,0,2
Area-11,20,27/01/2024,1,5,1,2
Area-11,21,05/01/2024,1,4,0,2
Area-11,21,07/01/2024,2,6,1,2
Area-11,21,08/01/2024,2,0,0,2
Area-11,21,10/01/2024,1,2,0,2
Area-11,21,11/01/2024,1,3,0,2
Area-11,21,12/01/2024,1,4,0,2
Area-11,21,16/01/2024,1,1,0,2
Area-11,21,18/01/2024,1,3,0,2
Area-11,21,20/01/2024,1,5,1,2
Area-11,21,28/01/2024,1,6,1,2
Area-11,22,02/01/2024,1,1,0,2
Area-11,22,04/01/2024,1,3,0,2
Area-11,22,05/01/2024,1,4,0,2
Area-11,22,06/01/2024,1,5,1,2
Area-11,22,10/01/2024,2,2,0,2
Area-11,22,11/01/2024,1,3,0,2
Area-11,22,12/01/2024,1,4,0,2
Area-11,22,15/01/2024,1,0,0,2
Area-11,22,17/01/2024,1,2,0,2
Area-11,22,19/01/2024,1,4,0,2
Area-11,22,21/01/2024,2,6,1,2
Area-11,22,22/01/2024,1,0,0,2
Area-11,22,24/01/2024,1,2,0,2
Area-11,22,25/01/2024,1,3,0,2
Area-11,23,01/01/2024,1,0,0,2
Area-11,23,02/01/2024,1,1,0,2
Area-11,23,04/01/2024,1,3,0,2
Area-11,23,06/01/2024,1,5,1,2
Area-11,23,08/01/2024,1,0,0,2
Area-11,23,12/01/2024,1,4,0,2
Area-11,23,17/01/2024,1,2,0,2
Area-11,23,19/01/2024,1,4,0,2
Area-11,23,20/01/2024,1,5,1,2
Area-11,23,28/01/2024,1,6,1,2
Area-12,0,01/01/2024,1,0,0,3
Area-12,0,02/01/2024,1,1,0,3
Area-12,0,07/01/2024,1,6,1,3
Area-12,0,10/01/2024,1,2,0,3
Area-12,0,11/01/2024,1,3,0,3
Area-12,0,13/01/2024,1,5,1,3
Area-12,0,15/01/2024,1,0,0,3
Area-12,0,16/01/2024,1,1,0,3
Area-12,0,18/01/2024,1,3,0,3
Area-12,0,19/01/2024,1,4,0,3
Area-12,0,21/01/2024,2,6,1,3
Area-12,0,25/01/2024,1,3,0,3
Area-12,0,29/01/2024,1,0,0,3
Area-12,0,31/01/2024,3,2,0,3
Area-12,1,01/01/2024,1,0,0,3
Area-12,1,02/01/2024,1,1,0,3
Area-12,1,04/01/2024,1,3,0,3
Area-12,1,05/01/2024,1,4,0,3
Area-12,1,06/01/2024,1,5,1,3
Area-12,1,08/01/2024,1,0,0,3
Area-12,1,09/01/2024,1,1,0,3
Area-12,1,10/01/2024,3,2,0,3
Area-12,1,14/01/2024,1,6,1,3
Area-12,1,15/01/2024,1,0,0,3
Area-12,1,23/01/2024,2,1,0,3
Area-12,1,24/01/2024,2,2,0,3
Area-12,1,29/01/2024,1,0,0,3
Area-12,2,04/01/2024,1,3,0,3
Area-12,2,06/01/2024,1,5,1,3
Area-12,2,09/01/2024,2,1,0,3
Area-12,2,10/01/2024,1,2,0,3
Area-12,2,11/01/2024,1,3,0,3
Area-12,2,14/01/2024,1,6,1,3
Area-12,2,23/01/2024,1,1,0,3
Area-12,2,26/01/2024,1,4,0,3
Area-12,2,27/01/2024,1,5,1,3
Area-12,2,29/01/2024,1,0,0,3
Area-12,3,04/01/2024,1,3,0,3
Area-12,3,07/01/2024,1,6,1,3
Area-12,3,15/01/2024,1,0,0,3
Area-12,3,20/01/2024,2,5,1,3
Area-12,3,21/01/2024,1,6,1,3
Area-12,3,24/01/2024,1,2,0,3
Area-12,3,25/01/2024,1,3,0,3
Area-12,3,28/01/2024,1,6,1,3
Area-12,3,30/01/2024,1,1,0,3
Area-12,4,10/01/2024,1,2,0,3
Area-12,4,12/01/2024,1,4,0,3
Area-12,4,14/01/2024,1,6,1,3
Area-12,4,19/01/2024,1,4,0,3
Area-12,4,22/01/2024,1,0,0,3
Area-12,4,23/01/2024,1,1,0,3
Area-12,4,25/01/2024,1,3,0,3
Area-12,4,26/01/2024,1,4,0,3
Area-12,4,28/01/2024,1,6,1,3
Area-12,4,29/01/2024,3,0,0,3
Area-12,5,03/01/2024,1,2,0,3
Area-12,5,05/01/2024,1,4,0,3
Area-12,5,10/01/2024,1,2,0,3
Area-12,5,11/01/2024,1,3,0,3
Area-12,5,13/01/2024,2,5,1,3
Area-12,5,16/01/2024,1,1,0,3
Area-12,5,17/01/2024,1,2,0,3
Area-12,5,18/01/2024,1,3,0,3
Area-12,5,19/01/2024,1,4,0,3
Area-12,5,25/01/2024,1,3,0,3
Area-12,5,27/01/2024,2,5,1,3
Area-12,5,29/01/2024,1,0,0,3
Area-12,6,02/01/2024,2,1,0,3
Area-12,6,06/01/2024,1,5,1,3
Area-12,6,07/01/2024,2,6,1,3
Area-12,6,09/01/2024,1,1,0,3
Area-12,6,11/01/2024,1,3,0,3
Area-12,6,13/01/2024,1,5,1,3
Area-12,6,14/01/2024,1,6,1,3
Area-12,6,16/01/2024,1,1,0,3
Area-12,6,24/01/2024,1,2,0,3
Area-12,6,27/01/2024,1,5,1,3
Area-12,6,28/01/2024,1,6,1,3
Area-12,6,30/01/2024,1,1,0,3
Area-12,7,03/01/2024,1,2,0,3
Area-12,7,05/01/2024,1,4,0,3
Area-12,7,07/01/2024,1,6,1,3
Area-12,7,08/01/2024,1,0,0,3
Area-12,7,09/01/2024,2,1,0,3
Area-12,7,12/01/2024,1,4,0,3
Area-12,7,15/01/2024,1,0,0,3
Area-12,7,17/01/2024,2,2,0,3
Area-12,7,22/01/2024,1,0,0,3
Area-12,7,23/01/2024,1,1,0,3
Area-12,7,24/01/2024,1,2,0,3
Area-12,7,25/01/2024,1,3,0,3
Area-12,7,27/01/2024,1,5,1,3
Area-12,7,28/01/2024,1,6,1,3
Area-12,7,29/01/2024,1,0,0,3
Area-12,8,01/01/2024,1,0,0,3
Area-12,8,02/01/2024,1,1,0,3
Area-12,8,04/01/2024,1,3,0,3
Area-12,8,05/01/2024,2,4,0,3
Area-12,8,09/01/2024,1,1,0,3
Area-12,8,13/01/2024,2,5,1,3
Area-12,8,15/01/2024,1,0,0,3
Area-12,8,18/01/2024,2,3,0,3
Area-12,8,20/01/2024,2,5,1,3
Area-12,8,23/01/2024,1,1,0,3
Area-12,8,26/01/2024,1,4,0,3
Area-12,8,28/01/2024,2,6,1,3
Area-12,9,03/01/2024,1,2,0,3
Area-12,9,04/01/2024,1,3,0,3
Area-12,9,05/01/2024,2,4,0,3
Area-12,9,10/01/2024,1,2,0,3
Area-12,9,11/01/2024,1,3,0,3
Area-12,9,12/01/2024,1,4,0,3
Area-12,9,15/01/2024,1,0,0,3
Area-12,9,18/01/2024,1,3,0,3
Area-12,9,19/01/2024,1,4,0,3
Area-12,9,28/01/2024,2,6,1,3
Area-12,9,29/01/2024,1,0,0,3
Area-12,10,10/01/2024,1,2,0,3
Area-12,10,12/01/2024,2,4,0,3
Area-12,10,14/01/2024,1,6,1,3
Area-12,10,17/01/2024,1,2,0,3
Area-12,10,18/01/2024,1,3,0,3
Area-12,10,22/01/2024,4,0,0,3
Area-12,10,24/01/2024,1,2,0,3
Area-12,11,01/01/2024,2,0,0,3
Area-12,11,05/01/2024,1,4,0,3
Area-12,11,07/01/2024,1,6,1,3
Area-12,11,08/01/2024,1,0,0,3
Area-12,11,10/01/2024,1,2,0,3
Area-12,11,18/01/2024,3,3,0,3
Area-12,11,21/01/2024,1,6,1,3
Area-12,11,25/01/2024,1,3,0,3
Area-12,11,29/01/2024,1,0,0,3
Area-12,11,30/01/2024,1,1,0,3
Area-12,12,01/01/2024,1,0,0,3
Area-12,12,06/01/2024,3,5,1,3
Area-12,12,13/01/2024,1,5,1,3
Area-12,12,14/01/2024,1,6,1,3
Area-12,12,19/01/2024,1,4,0,3
Area-12,12,21/01/2024,1,6,1,3
Area-12,12,22/01/2024,1,0,0,3
Area-12,12,25/01/2024,1,3,0,3
Area-12,12,26/01/2024,1,4,0,3
Area-12,12,30/01/2024,1,1,0,3
Area-12,13,03/01/2024,1,2,0,3
Area-12,13,04/01/2024,1,3,0,3
Area-12,13,05/01/2024,2,4,0,3
Area-12,13,14/01/2024,1,6,1,3
Area-12,13,17/01/2024,2,2,0,3
Area-12,13,25/01/2024,1,3,0,3
Area-12,14,04/01/2024,1,3,0,3
Area-12,14,12/01/2024,1,4,0,3
Area-12,14,16/01/2024,2,1,0,3
Area-12,14,18/01/2024,2,3,0,3
Area-12,14,20/01/2024,1,5,1,3
Area-12,14,23/01/2024,1,1,0,3
Area-12,14,26/01/2024,1,4,0,3
Area-12,14,27/01/2024,1,5,1,3
Area-12,14,28/01/2024,1,6,1,3
Area-12,15,01/01/2024,1,0,0,3
Area-12,15,03/01/2024,1,2,0,3
Area-12,15,04/01/2024,1,3,0,3
Area-12,15,06/01/2024,1,5,1,3
Area-12,15,07/01/2024,2,6,1,3
Area-12,15,14/01/2024,2,6,1,3
Area-12,15,16/01/2024,1,1,0,3
Area-12,15,22/01/2024,1,0,0,3
Area-12,15,23/01/2024,1,1,0,3
Area-12,15,24/01/2024,1,2,0,3
Area-12,15,28/01/2024,1,6,1,3
Area-12,16,02/01/2024,1,1,0,3
Area-12,16,03/01/2024,1,2,0,3
Area-12,16,04/01/2024,1,3,0,3
Area-12,16,05/01/2024,1,4,0,3
Area-12,16,08/01/2024,2,0,0,3
Area-12,16,09/01/2024,1,1,0,3
Area-12,16,11/01/2024,1,3,0,3
Area-12,16,14/01/2024,1,6,1,3
Area-12,16,15/01/2024,1,0,0,3
Area-12,16,18/01/2024,1,3,0,3
Area-12,16,20/01/2024,1,5,1,3
Area-12,16,21/01/2024,1,6,1,3
Area-12,16,22/01/2024,2,0,0,3
Area-12,16,26/01/2024,1,4,0,3
Area-12,17,01/01/2024,1,0,0,3
Area-12,17,03/01/2024,1,2,0,3
Area-12,17,10/01/2024,1,2,0,3
Area-12,17,13/01/2024,1,5,1,3
Area-12,17,15/01/2024,1,0,0,3
Area-12,17,23/01/2024,2,1,0,3
Area-12,17,24/01/2024,1,2,0,3
Area-12,17,25/01/2024,1,3,0,3
Area-12,17,26/01/2024,1,4,0,3
Area-12,18,01/01/2024,1,0,0,3
Area-12,18,04/01/2024,1,3,0,3
Area-12,18,05/01/2024,1,4,0,3
Area-12,18,07/01/2024,1,6,1,3
Area-12,18,12/01/2024,1,4,0,3
Area-12,18,18/01/2024,1,3,0,3
Area-12,18,19/01/2024,2,4,0,3
Area-12,18,21/01/2024,2,6,1,3
Area-12,18,23/01/2024,1,1,0,3
Area-12,18,24/01/2024,2,2,0,3
Area-12,18,27/01/2024,1,5,1,3
Area-12,19,09/01/2024,1,1,0,3
Area-12,19,12/01/2024,1,4,0,3
Area-12,19,15/01/2024,1,0,0,3
Area-12,19,17/01/2024,1,2,0,3
Area-12,19,20/01/2024,1,5,1,3
Area-12,19,21/01/2024,1,6,1,3
Area-12,19,24/01/2024,2,2,0,3
Area-12,19,28/01/2024,1,6,1,3
Area-12,19,29/01/2024,3,0,0,3
Area-12,19,30/01/2024,1,1,0,3
Area-12,20,04/01/2024,1,3,0,3
Area-12,20,09/01/2024,1,1,0,3
Area-12,20,12/01/2024,1,4,0,3
Area-12,20,13/01/2024,3,5,1,3
Area-12,20,17/01/2024,2,2,0,3
Area-12,20,18/01/2024,1,3,0,3
Area-12,20,19/01/2024,1,4,0,3
Area-12,20,24/01/2024,1,2,0,3
Area-12,20,27/01/2024,1,5,1,3
Area-12,20,28/01/2024,1,6,1,3
Area-12,20,30/01/2024,1,1,0,3
Area-12,21,01/01/2024,1,0,0,3
Area-12,21,04/01/2024,1,3,0,3
Area-12,21,13/01/2024,1,5,1,3
Area-12,21,15/01/2024,1,0,0,3
Area-12,21,17/01/2024,1,2,0,3
Area-12,21,18/01/2024,1,3,0,3
Area-12,21,19/01/2024,1,4,0,3
Area-12,21,29/01/2024,3,0,0,3
Area-12,22,08/01/2024,1,0,0,3
Area-12,22,09/01/2024,1,1,0,3
Area-12,22,10/01/2024,2,2,0,3
Area-12,22,16/01/2024,1,1,0,3
Area-12,22,17/01/2024,1,2,0,3
Area-12,22,23/01/2024,1,1,0,3
Area-12,22,25/01/2024,1,3,0,3
Area-12,22,28/01/2024,1,6,1,3
Area-12,22,29/01/2024,1,0,0,3
Area-12,23,02/01/2024,1,1,0,3
Area-12,23,04/01/2024,1,3,0,3
Area-12,23,05/01/2024,1,4,0,3
Area-12,23,12/01/2024,1,4,0,3
Area-12,23,14/01/2024,1,6,1,3
Area-12,23,25/01/2024,2,3,0,3
Area-12,23,28/01/2024,1,6,1,3
Area-12,23,30/01/2024,1,1,0,3
Area-13,0,04/01/2024,1,3,0,4
Area-13,0,05/01/2024,3,4,0,4
Area-13,0,06/01/2024,1,5,1,4
Area-13,0,12/01/2024,1,4,0,4
Area-13,0,13/01/2024,1,5,1,4
Area-13,0,18/01/2024,1,3,0,4
Area-13,0,19/01/2024,1,4,0,4
Area-13,0,21/01/2024,1,6,1,4
Area-13,0,23/01/2024,1,1,0,4
Area-13,0,28/01/2024,1,6,1,4
Area-13,0,30/01/2024,1,1,0,4
Area-13,1,02/01/2024,1,1,0,4
Area-13,1,04/01/2024,2,3,0,4
Area-13,1,05/01/2024,1,4,0,4
Area-13,1,11/01/2024,1,3,0,4
Area-13,1,13/01/2024,1,5,1,4
Area-13,1,19/01/2024,1,4,0,4
Area-13,1,21/01/2024,2,6,1,4
Area-13,1,24/01/2024,1,2,0,4
Area-13,1,28/01/2024,1,6,1,4
Area-13,1,30/01/2024,1,1,0,4
Area-13,2,04/01/2024,1,3,0,4
Area-13,2,05/01/2024,1,4,0,4
Area-13,2,09/01/2024,1,1,0,4
Area-13,2,10/01/2024,1,2,0,4
Area-13,2,14/01/2024,1,6,1,4
Area-13,2,15/01/2024,1,0,0,4
Area-13,2,16/01/2024,1,1,0,4
Area-13,2,17/01/2024,1,2,0,4
Area-13,2,18/01/2024,2,3,0,4
Area-13,2,19/01/2024,1,4,0,4
Area-13,2,20/01/2024,2,5,1,4
Area-13,2,22/01/2024,1,0,0,4
Area-13,2,25/01/2024,1,3,0,4
Area-13,2,30/01/2024,1,1,0,4
Area-13,3,06/01/2024,1,5,1,4
Area-13,3,13/01/2024,1,5,1,4
Area-13,3,17/01/2024,2,2,0,4
Area-13,3,21/01/2024,1,6,1,4
Area-13,3,22/01/2024,1,0,0,4
Area-13,3,24/01/2024,1,2,0,4
Area-13,3,27/01/2024,1,5,1,4
Area-13,4,01/01/2024,2,0,0,4
Area-13,4,06/01/2024,1,5,1,4
Area-13,4,11/01/2024,1,3,0,4
Area-13,4,13/01/2024,1,5,1,4
Area-13,4,14/01/2024,1,6,1,4
Area-13,4,18/01/2024,1,3,0,4
Area-13,4,19/01/2024,1,4,0,4
Area-13,4,22/01/2024,1,0,0,4
Area-13,4,24/01/2024,1,2,0,4
Area-13,4,26/01/2024,2,4,0,4
Area-13,4,27/01/2024,1,5,1,4
Area-13,5,03/01/2024,1,2,0,4
Area-13,5,05/01/2024,1,4,0,4
Area-13,5,06/01/2024,1,5,1,4
Area-13,5,08/01/2024,2,0,0,4
Area-13,5,09/01/2024,1,1,0,4
Area-13,5,10/01/2024,1,2,0,4
Area-13,5,16/01/2024,2,1,0,4
Area-13,5,25/01/2024,1,3,0,4
Area-13,5,28/01/2024,1,6,1,4
Area-13,5,29/01/2024,2,0,0,4
Area-13,6,01/01/2024,1,0,0,4
Area-13,6,03/01/2024,3,2,0,4
Area-13,6,07/01/2024,1,6,1,4
Area-13,6,08/01/2024,1,0,0,4
Area-13,6,16/01/2024,1,1,0,4
Area-13,6,21/01/2024,1,6,1,4
Area-13,6,22/01/2024,1,0,0,4
Area-13,6,23/01/2024,1,1,0,4
Area-13,6,24/01/2024,1,2,0,4
Area-13,6,26/01/2024,1,4,0,4
Area-13,7,01/01/2024,1,0,0,4
Area-13,7,04/01/2024,1,3,0,4
Area-13,7,20/01/2024,1,5,1,4
Area-13,7,30/01/2024,1,1,0,4
Area-13,8,04/01/2024,1,3,0,4
Area-13,8,06/01/2024,1,5,1,4
Area-13,8,10/01/2024,1,2,0,4
Area-13,8,12/01/2024,1,4,0,4
Area-13,8,13/01/2024,2,5,1,4
Area-13,8,15/01/2024,1,0,0,4
Area-13,8,17/01/2024,1,2,0,4
Area-13,8,21/01/2024,1,6,1,4
Area-13,8,24/01/2024,1,2,0,4
Area-13,8,25/01/2024,1,3,0,4
Area-13,8,27/01/2024,2,5,1,4
Area-13,8,30/01/2024,1,1,0,4
Area-13,9,03/01/2024,1,2,0,4
Area-13,9,07/01/2024,3,6,1,4
Area-13,9,09/01/2024,1,1,0,4
Area-13,9,10/01/2024,1,2,0,4
Area-13,9,13/01/2024,1,5,1,4
Area-13,9,17/01/2024,1,2,0,4
Area-13,9,19/01/2024,1,4,0,4
Area-13,9,24/01/2024,1,2,0,4
Area-13,9,27/01/2024,1,5,1,4
Area-13,10,03/01/2024,1,2,0,4
Area-13,10,04/01/2024,1,3,0,4
Area-13,10,05/01/2024,1,4,0,4
Area-13,10,11/01/2024,1,3,0,4
Area-13,10,15/01/2024,2,0,0,4
Area-13,10,16/01/2024,1,1,0,4
Area-13,10,20/01/2024,1,5,1,4
Area-13,10,21/01/2024,1,6,1,4
Area-13,11,06/01/2024,1,5,1,4
Area-13,11,12/01/2024,1,4,0,4
Area-13,11,19/01/2024,1,4,0,4
Area-13,11,20/01/2024,1,5,1,4
Area-13,11,21/01/2024,1,6,1,4
Area-13,11,27/01/2024,1,5,1,4
Area-13,11,30/01/2024,2,1,0,4
Area-13,12,02/01/2024,1,1,0,4
Area-13,12,03/01/2024,1,2,0,4
Area-13,12,17/01/2024,1,2,0,4
Area-13,12,19/01/2024,3,4,0,4
Area-13,12,27/01/2024,1,5,1,4
Area-13,12,28/01/2024,1,6,1,4
Area-13,12,29/01/2024,1,0,0,4
Area-13,12,30/01/2024,1,1,0,4
Area-13,13,02/01/2024,1,1,0,4
Area-13,13,03/01/2024,1,2,0,4
Area-13,13,04/01/2024,2,3,0,4
Area-13,13,05/01/2024,2,4,0,4
Area-13,13,08/01/2024,1,0,0,4
Area-13,13,16/01/2024,1,1,0,4
Area-13,13,17/01/2024,3,2,0,4
Area-13,13,18/01/2024,2,3,0,4
Area-13,13,19/01/2024,1,4,0,4
Area-13,13,20/01/2024,2,5,1,4
Area-13,13,21/01/2024,1,6,1,4
Area-13,13,23/01/2024,1,1,0,4
Area-13,13,27/01/2024,2,5,1,4
Area-13,13,30/01/2024,1,1,0,4
Area-13,14,05/01/2024,1,4,0,4
Area-13,14,06/01/2024,1,5,1,4
Area-13,14,09/01/2024,1,1,0,4
Area-13,14,11/01/2024,2,3,0,4
Area-13,14,13/01/2024,2,5,1,4
Area-13,14,19/01/2024,1,4,0,4
Area-13,14,25/01/2024,1,3,0,4
Area-13,14,26/01/2024,1,4,0,4
Area-13,14,28/01/2024,1,6,1,4
Area-13,14,29/01/2024,1,0,0,4
Area-13,15,01/01/2024,1,0,0,4
Area-13,15,03/01/2024,2,2,0,4
Area-13,15,04/01/2024,1,3,0,4
Area-13,15,06/01/2024,1,5,1,4
Area-13,15,10/01/2024,1,2,0,4
Area-13,15,11/01/2024,1,3,0,4
Area-13,15,13/01/2024,1,5,1,4
Area-13,15,15/01/2024,1,0,0,4
Area-13,15,16/01/2024,1,1,0,4
Area-13,15,17/01/2024,1,2,0,4
Area-13,15,23/01/2024,1,1,0,4
Area-13,15,25/01/2024,1,3,0,4
Area-13,15,28/01/2024,2,6,1,4
Area-13,15,29/01/2024,2,0,0,4
Area-13,16,03/01/2024,1,2,0,4
Area-13,16,05/01/2024,1,4,0,4
Area-13,16,07/01/2024,1,6,1,4
Area-13,16,08/01/2024,1,0,0,4
Area-13,16,11/01/2024,1,3,0,4
Area-13,16,12/01/2024,2,4,0,4
Area-13,16,15/01/2024,2,0,0,4
Area-13,16,16/01/2024,1,1,0,4
Area-13,16,17/01/2024,1,2,0,4
Area-13,16,20/01/2024,1,5,1,4
Area-13,16,27/01/2024,1,5,1,4
Area-13,16,28/01/2024,1,6,1,4
Area-13,16,29/01/2024,1,0,0,4
Area-13,17,04/01/2024,2,3,0,4
Area-13,17,05/01/2024,1,4,0,4
Area-13,17,09/01/2024,1,1,0,4
Area-13,17,12/01/2024,1,4,0,4
Area-13,17,14/01/2024,1,6,1,4
Area-13,17,15/01/2024,1,0,0,4
Area-13,17,16/01/2024,1,1,0,4
Area-13,17,22/01/2024,1,0,0,4
Area-13,17,25/01/2024,1,3,0,4
Area-13,17,27/01/2024,1,5,1,4
Area-13,18,01/01/2024,2,0,0,4
Area-13,18,16/01/2024,1,1,0,4
Area-13,18,17/01/2024,2,2,0,4
Area-13,18,25/01/2024,1,3,0,4
Area-13,18,30/01/2024,1,1,0,4
Area-13,19,10/01/2024,1,2,0,4
Area-13,19,12/01/2024,1,4,0,4
Area-13,19,15/01/2024,2,0,0,4
Area-13,19,16/01/2024,1,1,0,4
Area-13,19,19/01/2024,1,4,0,4
Area-13,19,22/01/2024,2,0,0,4
Area-13,19,23/01/2024,2,1,0,4
Area-13,19,28/01/2024,2,6,1,4
Area-13,19,30/01/2024,1,1,0,4
Area-13,20,03/01/2024,1,2,0,4
Area-13,20,07/01/2024,1,6,1,4
Area-13,20,09/01/2024,1,1,0,4
Area-13,20,12/01/2024,1,4,0,4
Area-13,20,14/01/2024,1,6,1,4
Area-13,20,17/01/2024,3,2,0,4
Area-13,20,18/01/2024,1,3,0,4
Area-13,20,19/01/2024,1,4,0,4
Area-13,20,23/01/2024,2,1,0,4
Area-13,20,24/01/2024,1,2,0,4
Area-13,21,01/01/2024,2,0,0,4
Area-13,21,02/01/2024,1,1,0,4
Area-13,21,08/01/2024,1,0,0,4
Area-13,21,09/01/2024,1,1,0,4
Area-13,21,11/01/2024,1,3,0,4
Area-13,21,13/01/2024,1,5,1,4
Area-13,21,15/01/2024,1,0,0,4
Area-13,21,19/01/2024,1,4,0,4
Area-13,21,22/01/2024,1,0,0,4
Area-13,21,24/01/2024,1,2,0,4
Area-13,21,25/01/2024,1,3,0,4
Area-13,22,01/01/2024,1,0,0,4
Area-13,22,04/01/2024,1,3,0,4
Area-13,22,09/01/2024,1,1,0,4
Area-13,22,11/01/2024,1,3,0,4
Area-13,22,12/01/2024,1,4,0,4
Area-13,22,19/01/2024,2,4,0,4
Area-13,22,23/01/2024,1,1,0,4
Area-13,22,29/01/2024,1,0,0,4
Area-13,22,30/01/2024,1,1,0,4
Area-13,23,10/01/2024,2,2,0,4
Area-13,23,12/01/2024,1,4,0,4
Area-13,23,13/01/2024,1,5,1,4
Area-13,23,14/01/2024,1,6,1,4
Area-13,23,16/01/2024,2,1,0,4
Area-13,23,21/01/2024,1,6,1,4
Area-13,23,25/01/2024,1,3,0,4
Area-13,23,27/01/2024,1,5,1,4
Area-13,23,28/01/2024,1,6,1,4
Area-13,23,30/01/2024,1,1,0,4
Area-14,0,01/01/2024,1,0,0,5
Area-14,0,04/01/2024,1,3,0,5
Area-14,0,07/01/2024,2,6,1,5
Area-14,0,08/01/2024,2,0,0,5
Area-14,0,13/01/2024,1,5,1,5
Area-14,0,14/01/2024,2,6,1,5
Area-14,0,16/01/2024,1,1,0,5
Area-14,0,17/01/2024,1,2,0,5
Area-14,0,21/01/2024,1,6,1,5
Area-14,0,22/01/2024,1,0,0,5
Area-14,0,23/01/2024,1,1,0,5
Area-14,0,24/01/2024,1,2,0,5
Area-14,0,26/01/2024,1,4,0,5
Area-14,0,27/01/2024,1,5,1,5
Area-14,0,30/01/2024,1,1,0,5
Area-14,0,31/01/2024,1,2,0,5
Area-14,1,03/01/2024,1,2,0,5
Area-14,1,04/01/2024,1,3,0,5
Area-14,1,05/01/2024,1,4,0,5
Area-14,1,08/01/2024,2,0,0,5
Area-14,1,11/01/2024,1,3,0,5
Area-14,1,20/01/2024,1,5,1,5
Area-14,1,22/01/2024,1,0,0,5
Area-14,1,26/01/2024,1,4,0,5
Area-14,1,27/01/2024,1,5,1,5
Area-14,2,02/01/2024,1,1,0,5
Area-14,2,03/01/2024,1,2,0,5
Area-14,2,08/01/2024,1,0,0,5
Area-14,2,10/01/2024,1,2,0,5
Area-14,2,12/01/2024,1,4,0,5
Area-14,2,18/01/2024,1,3,0,5
Area-14,2,20/01/2024,1,5,1,5
Area-14,2,22/01/2024,1,0,0,5
Area-14,2,29/01/2024,2,0,0,5
Area-14,2,30/01/2024,1,1,0,5
Area-14,3,04/01/2024,1,3,0,5
Area-14,3,07/01/2024,1,6,1,5
Area-14,3,08/01/2024,1,0,0,5
Area-14,3,09/01/2024,1,1,0,5
Area-14,3,11/01/2024,1,3,0,5
Area-14,3,14/01/2024,2,6,1,5
Area-14,3,15/01/2024,1,0,0,5
Area-14,3,17/01/2024,1,2,0,5
Area-14,3,21/01/2024,1,6,1,5
Area-14,3,22/01/2024,1,0,0,5
Area-14,3,25/01/2024,2,3,0,5
Area-14,3,27/01/2024,1,5,1,5
Area-14,4,05/01/2024,1,4,0,5
Area-14,4,06/01/2024,1,5,1,5
Area-14,4,08/01/2024,1,0,0,5
Area-14,4,14/01/2024,1,6,1,5
Area-14,4,21/01/2024,1,6,1,5
Area-14,4,28/01/2024,1,6,1,5
Area-14,4,30/01/2024,3,1,0,5
Area-14,5,03/01/2024,1,2,0,5
Area-14,5,07/01/2024,1,6,1,5
